0,1,2,label,rho
141.6,163.48,96.41,0,5.451240760752683e-06
145.86,168.41,95.01,0,4.326542271728883e-06
147.84,169.36,94.0,0,3.823559727307834e-06
145.93,166.89,94.37,0,4.379715561457609e-06
145.04,164.3,99.52,0,7.373577988709985e-06
139.88,160.08,101.08,0,7.29664612448207e-06
136.66,156.66,95.26,0,4.657395755275968e-06
127.97,147.97,85.45,0,1.6186145838581891e-06
135.74,153.5,93.5,0,3.93732468914172e-06
135.55,152.12,96.12,0,4.4747519593529305e-06
138.12,155.64,101.92,0,6.888131819065813e-06
145.38,160.39,109.39,0,1.2035828944050054e-05
149.94,163.5,113.16,0,1.4926601348555745e-05
153.95,167.15,117.91,0,1.3237057916681942e-05
154.63,167.06,119.81,0,1.2405835536813396e-05
158.99,167.87,125.27,0,8.195438013363661e-06
160.75,166.57,126.04,0,7.539700574227436e-06
158.27,164.67,121.53,0,1.0867545365959528e-05
157.82,166.06,116.85,0,1.2038320507036549e-05
160.63,169.8,116.38,0,8.599385389543092e-06
160.75,169.71,116.71,0,8.568309518261097e-06
162.23,169.75,120.91,0,7.389843309937732e-06
164.16,169.67,124.35,0,5.795176943242259e-06
165.61,169.57,125.85,0,4.952770418435572e-06
161.47,164.74,123.95,0,8.024653526736807e-06
159.93,165.26,126.65,0,7.803707921986471e-06
154.03,159.55,126.15,0,8.94623489871859e-06
150.11,154.28,123.58,0,7.894451567787917e-06
150.39,151.31,126.27,0,5.603390137549559e-06
153.0,151.64,128.68,0,5.061488941643766e-06
149.85,148.62,125.18,0,4.902695950781387e-06
137.96,138.13,110.89,0,2.923059834914098e-06
131.57,134.12,106.23,0,2.0072501510135063e-06
129.65,132.65,105.17,0,1.7598268546341002e-06
132.71,135.71,107.35,0,2.2619185847585125e-06
139.73,143.5,110.92,0,4.349059139767413e-06
148.36,152.22,116.5,0,8.694059361757561e-06
153.66,159.78,118.26,0,1.3241714265443121e-05
151.11,160.14,112.95,0,1.4267979289371719e-05
149.12,158.64,109.84,0,1.2782356225332202e-05
151.67,160.75,115.63,0,1.4648639326492142e-05
159.07,167.85,125.17,0,8.2253169359381e-06
166.85,175.85,132.05,0,2.660085751423393e-06
163.75,174.31,130.15,0,3.6196182045612203e-06
157.78,167.18,129.74,0,6.3686040090831015e-06
151.84,156.04,126.16,0,7.663786709630308e-06
158.81,158.09,133.65,0,4.468168534789986e-06
158.75,156.99,136.15,0,3.578352412414195e-06
153.9,152.02,132.38,0,4.060600972525385e-06
146.93,144.98,124.38,0,3.785307285257065e-06
148.43,148.43,123.33,0,5.193146857102801e-06
155.88,158.2,125.95,0,8.53259472644979e-06
156.97,160.01,124.69,0,9.438427655508186e-06
152.58,156.73,120.82,0,1.0774432668638407e-05
148.32,152.52,118.2,0,8.533417948430142e-06
145.98,151.54,118.66,0,7.3503160327180725e-06
143.96,152.04,119.04,0,6.725872224090952e-06
147.28,158.09,121.81,0,8.810716546430872e-06
150.08,165.29,119.04,0,1.1721685819840739e-05
154.88,169.33,118.03,0,1.1505693116478269e-05
154.28,168.52,116.16,0,1.2705531571450646e-05
152.2,164.16,118.64,0,1.3814960087102102e-05
153.46,160.97,119.17,0,1.3523800099652816e-05
152.17,154.61,114.61,0,9.920184920183089e-06
148.16,150.04,110.56,0,7.417569059437169e-06
148.69,152.52,112.41,0,9.08579269932426e-06
154.68,160.71,119.55,0,1.2894123304089956e-05
156.25,163.53,122.79,0,1.1205880713520827e-05
158.51,166.9,124.3,0,9.132772549621177e-06
161.63,174.07,124.07,0,5.337512018829428e-06
162.52,175.52,120.56,0,5.039949606592186e-06
162.79,175.95,119.79,0,4.855139294162412e-06
158.97,170.77,118.53,0,9.09868028200948e-06
158.82,166.56,120.97,0,1.0563572475476551e-05
161.82,164.01,125.75,0,7.302896515493114e-06
164.3,163.54,131.5,0,4.508307883619744e-06
160.57,160.88,127.62,0,6.906824477586477e-06
151.82,158.9,117.75,0,1.3180765637170364e-05
147.83,161.42,109.21,0,1.3425192059555753e-05
142.87,160.11,104.0,0,9.59871560584745e-06
142.39,158.71,106.65,0,9.810536553734957e-06
138.5,153.66,106.94,0,7.141514033211827e-06
139.56,154.36,108.16,0,7.676056500522721e-06
135.35,153.22,104.42,0,5.703866497208135e-06
132.59,153.51,99.83,0,4.405321749202641e-06
135.93,156.93,99.65,0,5.553854076820585e-06
139.6,162.84,100.72,0,6.5644596060704535e-06
140.52,165.52,99.63,0,5.882271620501401e-06
137.52,163.93,93.14,0,3.6291444116507805e-06
135.07,160.93,89.63,0,2.818380204604961e-06
142.25,166.88,93.98,0,4.034366885023567e-06
147.01,171.26,95.75,0,3.985420761735492e-06
146.94,170.5,93.02,0,3.3646994190978643e-06
142.78,165.57,90.82,0,3.3375200753793343e-06
137.91,158.25,92.3,0,3.939046640813517e-06
134.27,153.73,94.41,0,3.900573547121367e-06
132.29,151.81,90.89,0,2.806502832421868e-06
128.0,148.41,83.91,0,1.5037461415607069e-06
141.42,159.42,99.82,0,7.468751221024113e-06
138.58,157.42,98.38,0,6.129671585381375e-06
138.75,160.83,100.87,0,6.6143348737327785e-06
145.67,163.57,108.38,0,1.1707046981888557e-05
149.38,164.38,110.82,0,1.441677153318153e-05
152.33,166.53,113.13,0,1.4573330305675383e-05
150.84,163.76,113.34,0,1.5250502698507842e-05
155.51,164.51,122.23,0,1.1648626347794268e-05
153.55,160.07,120.47,0,1.2506797819819e-05
152.77,160.98,115.39,0,1.4598614609575835e-05
151.77,161.77,109.69,0,1.3487090862675461e-05
157.47,168.79,113.95,0,1.093905900221368e-05
159.59,170.63,117.15,0,8.936709443546077e-06
162.0,171.6,119.44,0,6.981705506129448e-06
161.04,171.07,116.23,0,7.800571274993344e-06
163.79,171.78,120.27,0,5.958160708734754e-06
163.04,169.6,126.2,0,5.870986500646416e-06
162.63,167.86,134.0,0,3.910014913649266e-06
156.28,160.68,132.72,0,5.300040825843479e-06
152.31,155.78,128.37,0,6.484546227533421e-06
144.95,145.7,117.67,0,4.902811729776238e-06
142.67,143.49,112.09,0,4.5111444804177595e-06
141.06,144.17,110.89,0,4.7021480065692545e-06
135.2,139.91,104.92,0,3.121343323861436e-06
132.86,138.86,105.04,0,2.714542305893054e-06
134.01,139.21,106.69,0,2.886671714926275e-06
138.42,142.22,112.34,0,3.752690797042153e-06
144.76,148.32,116.78,0,6.073965091572981e-06
148.48,152.48,118.12,0,8.554216534576861e-06
151.81,157.17,117.93,0,1.1998803786455786e-05
145.57,152.57,109.37,0,9.055740751239531e-06
144.77,153.37,108.97,0,9.39251904980852e-06
147.91,156.51,113.59,0,1.1707379116569115e-05
157.53,166.81,124.15,0,9.524868761786257e-06
166.27,177.03,131.71,0,2.6051306864577324e-06
161.14,172.94,128.02,0,4.8858182014417626e-06
153.76,164.03,126.14,0,8.86209438982704e-06
150.7,154.46,123.78,0,8.003352681270369e-06
158.96,157.76,132.76,0,4.725418431324766e-06
156.48,154.08,133.48,0,4.0852215618892855e-06
147.66,145.06,125.66,0,3.6388701271575356e-06
147.83,146.85,125.35,0,4.180787153337441e-06
154.15,157.96,125.69,0,8.78940706707388e-06
163.5,172.79,126.54,0,4.767748739107457e-06
164.45,174.56,124.41,0,4.385089475325792e-06
158.34,168.84,119.23,0,1.0454191497004941e-05
148.85,158.15,115.18,0,1.2716085716183688e-05
141.06,148.14,113.06,0,5.817445328757011e-06
141.49,149.61,117.21,0,5.612903223923417e-06
144.28,154.38,119.54,0,7.343401326011047e-06
149.23,161.24,120.08,0,1.1390478167819814e-05
150.9,164.76,116.24,0,1.4249181257719046e-05
152.54,166.54,115.46,0,1.429042618628113e-05
150.13,162.89,115.25,0,1.4641447624289983e-05
153.08,162.0,118.4,0,1.4233023814548853e-05
151.26,153.82,116.42,0,9.704937212797484e-06
150.15,151.47,117.27,0,8.094316792391914e-06
151.56,151.79,119.61,0,7.822739556608066e-06
154.13,157.65,123.49,0,9.858588806363664e-06
155.05,160.81,124.45,0,1.0217189014222531e-05
154.24,161.17,121.04,0,1.245541526499597e-05
156.39,168.96,120.57,0,1.0686028348026374e-05
158.81,172.33,118.53,0,8.171845637307307e-06
157.2,171.2,116.24,0,9.817906917145167e-06
153.97,166.89,115.05,0,1.4094610138206866e-05
155.2,164.09,119.28,0,1.3548511956364005e-05
157.67,160.67,123.07,0,9.979569276900021e-06
160.63,160.08,128.35,0,6.457217951709558e-06
159.03,159.29,125.95,0,7.82068144092193e-06
152.06,159.15,117.7,0,1.3342092363601665e-05
149.65,163.21,110.78,0,1.4652433314435273e-05
146.03,163.31,105.29,0,1.1074808921116532e-05
142.38,159.77,103.64,0,9.280278479923897e-06
134.85,149.97,101.72,0,5.004506340263374e-06
134.37,147.77,100.57,0,4.391237380482331e-06
130.81,146.81,99.95,0,3.403540830478022e-06
129.22,148.19,95.42,0,2.798613056289061e-06
132.66,153.9,95.1,0,3.70597055530199e-06
136.07,159.83,95.75,0,4.463397540019598e-06
135.89,161.22,92.71,0,3.556030202455497e-06
135.61,162.2,89.07,0,2.6963554462736828e-06
140.22,165.46,92.1,0,3.5142688665695025e-06
146.1,170.9,96.5,0,4.265244039671951e-06
147.54,171.54,95.94,0,3.991150804471722e-06
145.55,169.55,92.33,0,3.312316202327293e-06
139.11,161.91,88.07,0,2.7867731020403804e-06
132.16,153.49,85.36,0,1.9995237274447896e-06
127.69,146.21,84.87,0,1.5059808550030254e-06
128.93,148.15,85.07,0,1.6487278729238132e-06
130.24,151.21,82.23,0,1.5259553774863956e-06
143.34,161.34,101.42,0,8.637265625227675e-06
142.1,161.2,101.8,0,8.377385213097136e-06
144.77,165.93,108.29,0,1.000758760280664e-05
147.73,166.65,110.73,0,1.214239900320422e-05
151.76,167.88,113.2,0,1.3540188581599305e-05
151.75,166.11,110.79,0,1.4207849950191979e-05
151.33,163.81,112.33,0,1.5255907186807516e-05
153.25,161.54,120.11,0,1.318073438275282e-05
150.42,156.62,120.18,0,1.0794494844330677e-05
148.32,154.1,113.94,0,1.0214978293972987e-05
145.4,152.8,108.4,0,9.111461582873469e-06
151.47,161.32,111.52,0,1.4368346296318847e-05
153.55,166.52,113.66,0,1.4391299011407277e-05
153.93,167.55,113.82,0,1.368544037201625e-05
154.33,167.9,110.6,0,1.2332566205784603e-05
160.93,171.75,116.87,0,7.580907923995781e-06
162.19,170.95,125.42,0,5.9902855108569934e-06
163.14,168.19,136.03,0,3.2797782228396713e-06
156.71,158.91,133.2,0,4.916463433219878e-06
153.79,154.36,129.78,0,5.524387974477125e-06
142.9,143.34,114.58,0,4.287068541882063e-06
142.09,143.09,110.85,0,4.419755700885316e-06
141.8,145.35,107.24,0,5.29013989689257e-06
142.78,149.14,108.66,0,6.977670921353142e-06
142.66,149.38,112.04,0,6.8117104888660805e-06
147.35,154.72,119.06,0,9.139397441190061e-06
150.9,155.82,124.18,0,8.4738817791246e-06
154.6,156.68,126.41,0,7.885143162722354e-06
151.88,155.9,122.96,0,9.311755513914362e-06
151.88,157.08,118.88,0,1.1705378794912928e-05
148.53,155.53,113.65,0,1.1177672386584915e-05
147.95,155.27,113.31,0,1.0964029544081874e-05
152.0,159.04,120.15,0,1.2278534513341593e-05
155.87,165.44,123.43,0,1.0621969825524502e-05
160.58,172.98,124.46,0,5.950816645623848e-06
156.77,170.63,117.74,0,1.021581823179321e-05
151.34,163.43,117.98,0,1.3998934532693342e-05
152.03,157.07,123.11,0,9.810790680288057e-06
155.07,154.83,127.59,0,6.55062046861321e-06
154.05,151.97,130.89,0,4.474373603053864e-06
152.12,149.84,131.39,0,3.8092665048178185e-06
152.82,153.31,129.76,0,5.20367719139242e-06
157.94,164.58,128.09,0,7.66768119417877e-06
164.95,178.03,125.04,0,3.326190403747635e-06
165.56,182.07,120.89,0,2.6346169213671685e-06
159.62,176.0,116.2,0,5.855653126286653e-06
148.0,160.75,111.49,0,1.3749040674435992e-05
139.7,147.75,113.24,0,5.327328011202654e-06
134.67,139.91,114.63,0,2.7374284092358617e-06
137.17,142.75,115.49,0,3.406969997482207e-06
146.16,156.12,118.52,0,9.23472255866754e-06
148.59,162.46,112.13,0,1.4277247164283522e-05
151.45,165.69,112.53,0,1.4924514462412688e-05
148.73,161.85,111.61,0,1.4310487108617341e-05
152.82,162.15,117.72,0,1.4586280600725824e-05
149.7,151.34,118.17,0,7.90180540837159e-06
151.19,150.1,123.11,0,6.071225531866771e-06
153.18,151.51,128.94,0,4.938948840920296e-06
152.29,153.38,125.88,0,6.740142542206035e-06
151.5,156.31,122.51,0,9.707774758571373e-06
149.1,156.64,117.19,0,1.1473602209536727e-05
152.63,164.7,118.66,0,1.3799577829515472e-05
154.76,168.47,116.49,0,1.2603632724138055e-05
151.15,167.3,111.55,0,1.3706398473019486e-05
151.03,165.19,112.31,0,1.4995374316902965e-05
151.14,163.19,115.65,0,1.5000874573488944e-05
154.5,160.7,119.82,0,1.2849450309767358e-05
154.38,158.1,118.66,0,1.1749712847886489e-05
153.33,157.46,117.38,0,1.1888042844354238e-05
150.43,159.93,112.06,0,1.4055285233221897e-05
148.38,163.11,106.39,0,1.2288529627526333e-05
148.63,165.77,105.13,0,1.0932228716747127e-05
147.57,166.4,101.86,0,8.431610072435105e-06
140.63,158.15,101.25,0,7.813839298160252e-06
133.91,148.95,98.63,0,4.222912621702302e-06
128.07,143.23,94.43,0,2.180877559810076e-06
127.39,145.22,94.11,0,2.2163420156692233e-06
128.23,149.96,90.56,0,2.2031993364791988e-06
131.24,156.29,90.53,0,2.658744015755802e-06
129.72,156.23,87.02,0,2.0160287015006554e-06
136.0,161.04,91.56,0,3.3251716142600634e-06
144.61,167.77,97.65,0,5.410491937557876e-06
149.21,172.89,100.03,0,5.003726199845137e-06
149.53,173.48,99.18,0,4.519759078219727e-06
143.84,167.68,93.4,0,3.842673517535648e-06
136.74,158.94,86.58,0,2.470922633393605e-06
128.72,149.0,79.37,0,1.2151745941384725e-06
122.83,143.07,78.09,0,8.915903319879526e-07
128.66,149.41,82.71,0,1.4617542530887802e-06
134.85,156.58,84.16,0,2.012880983383277e-06
142.55,160.55,100.55,0,8.067389238626168e-06
147.85,166.49,106.81,0,1.1348804829842507e-05
149.97,169.13,111.29,0,1.1663770643782031e-05
150.04,168.48,112.32,0,1.2331011913060898e-05
152.14,168.34,113.66,0,1.3195322087308676e-05
149.94,164.22,108.66,0,1.3660386817457888e-05
149.25,159.62,110.19,0,1.340793621670974e-05
147.6,153.96,115.16,0,9.895752473181339e-06
144.74,148.27,116.37,0,6.118376648030028e-06
142.2,142.95,111.24,0,4.360148965553286e-06
141.22,145.26,108.51,0,5.209127646619906e-06
146.4,154.98,110.97,0,1.0630983405161412e-05
150.23,162.63,114.17,0,1.4944594179896238e-05
148.3,162.14,110.74,0,1.402059555945529e-05
150.95,164.28,110.01,0,1.4425898365247112e-05
156.57,167.16,115.01,0,1.2543023401241558e-05
156.24,164.83,121.94,0,1.1638120794543955e-05
161.01,165.35,135.44,0,3.855483967584681e-06
158.24,158.96,135.68,0,3.9170216933701845e-06
154.21,153.82,130.95,0,4.932295275498682e-06
148.38,147.98,123.78,0,4.922426731392332e-06
147.33,147.25,119.41,0,5.441779118896263e-06
149.71,150.92,116.57,0,7.835855919459281e-06
152.73,156.41,119.25,0,1.1043613929361932e-05
152.71,159.03,121.59,0,1.1534160259343573e-05
155.41,161.86,126.96,0,8.689645263940917e-06
156.21,159.21,130.41,0,6.3165419786228e-06
156.33,157.17,129.93,0,6.128877363935416e-06
153.28,156.9,125.5,0,8.49324059926301e-06
153.02,158.38,120.1,0,1.1978189647536005e-05
154.71,162.0,120.58,0,1.2789057297881106e-05
153.53,160.33,120.05,0,1.2832810008774617e-05
154.36,160.56,124.52,0,1.0170359212205602e-05
155.65,163.65,124.85,0,9.986763643334764e-06
157.44,167.28,120.16,0,1.1428853544923098e-05
155.65,167.69,114.65,0,1.2880597654475889e-05
153.28,164.68,114.73,0,1.5132200777284264e-05
153.5,159.87,120.9,0,1.2210138277080912e-05
153.81,154.45,125.87,0,7.229278436552524e-06
150.9,148.74,127.5,0,4.4111342737076115e-06
151.39,149.26,130.8,0,3.79572769857151e-06
153.15,154.78,129.84,0,5.59615100494493e-06
158.12,167.28,128.21,0,7.094190574928974e-06
163.0,177.16,122.01,0,4.202684276805875e-06
163.58,180.98,117.41,0,3.1870237467478633e-06
160.05,177.11,115.41,0,5.188553849928863e-06
149.29,162.43,113.42,0,1.4565309954799027e-05
134.6,142.64,110.18,0,3.4598129327999767e-06
127.23,129.73,108.4,0,1.4307399911608495e-06
130.78,133.72,109.42,0,1.9040941784661393e-06
142.06,149.86,112.96,0,6.712091110182487e-06
149.81,163.59,111.77,0,1.4881353690314848e-05
154.75,169.87,114.27,0,1.1712180336094848e-05
151.55,165.08,111.97,0,1.5032865775680036e-05
151.89,159.67,116.26,0,1.3973165943301011e-05
149.66,148.99,118.78,0,6.423592612056554e-06
150.27,148.01,126.71,0,4.3544710590170395e-06
148.27,144.84,126.69,0,3.448496666932275e-06
150.8,149.47,125.65,0,5.1269621843021284e-06
149.07,153.08,120.0,0,8.46895543264288e-06
148.38,156.18,116.3,0,1.1181909732890897e-05
149.2,161.68,113.68,0,1.443447462018515e-05
149.49,165.25,110.76,0,1.414659845535272e-05
149.28,168.34,109.09,0,1.1575718482591898e-05
152.64,170.6,110.3,0,1.0710332905272035e-05
150.52,168.03,111.34,0,1.2881926181451443e-05
148.65,162.46,110.36,0,1.4141125019685328e-05
146.47,157.91,108.85,0,1.1982321675619938e-05
143.5,155.41,106.0,0,9.674283261158362e-06
145.2,160.63,104.19,0,1.0547560497081066e-05
147.25,165.21,104.33,0,1.0389877352786306e-05
151.41,168.15,105.24,0,9.81052795891865e-06
150.95,170.57,104.22,0,7.95517098862422e-06
149.45,169.93,102.94,0,7.60205737124153e-06
141.0,160.09,102.15,0,8.14533544797319e-06
130.4,147.21,94.67,0,2.8235003606698453e-06
123.07,141.11,88.91,0,1.3360509987671486e-06
126.58,146.57,89.66,0,1.828199974106728e-06
131.07,152.71,89.39,0,2.448222012218581e-06
128.78,153.46,87.32,0,1.9658791922433953e-06
136.56,157.87,95.69,0,4.715065976807819e-06
147.58,167.84,104.92,0,9.548791508670686e-06
153.25,174.21,108.39,0,7.192505109891876e-06
147.6,170.46,99.93,0,5.775373646562195e-06
142.14,164.59,93.39,0,4.195827753469837e-06
138.06,157.41,88.86,0,3.0574979869142785e-06
129.11,147.52,79.95,0,1.242151873915857e-06
120.89,141.17,75.57,0,7.426763324602033e-07
127.53,148.37,79.95,0,1.2017725502889516e-06
138.02,159.52,85.29,0,2.2961746913778986e-06
142.06,160.06,100.06,0,7.726579715236104e-06
148.46,166.46,106.3,0,1.1309866559069123e-05
152.88,170.88,110.48,0,1.0514986378660575e-05
152.67,170.67,110.83,0,1.081098859021347e-05
150.84,168.37,111.32,0,1.2698419503153047e-05
146.65,161.4,105.47,0,1.1546353657704609e-05
144.08,153.32,106.56,0,9.052479685199082e-06
141.74,148.3,110.26,0,6.3608890366786386e-06
139.36,141.96,112.36,0,3.7893303612059194e-06
139.78,139.82,111.26,0,3.3693909412483077e-06
140.42,144.9,109.82,0,4.944190039690166e-06
144.32,154.32,111.12,0,9.643220689866347e-06
146.31,159.59,111.39,0,1.2508729717382458e-05
145.72,158.92,109.12,0,1.2047436859738814e-05
149.62,161.46,109.58,0,1.390399820925401e-05
154.07,162.64,114.62,0,1.4557190541882358e-05
157.39,164.28,127.04,0,8.369852093071043e-06
160.25,162.71,133.36,0,4.74001719305672e-06
160.68,160.52,135.96,0,3.7118630013487937e-06
159.39,159.51,137.63,0,3.335185847860061e-06
157.79,156.47,135.91,0,3.654931855782006e-06
156.05,156.29,132.1,0,5.00963644900467e-06
157.49,158.43,127.09,0,7.629014198071473e-06
158.45,161.85,126.65,0,8.287583785130823e-06
157.72,162.52,126.0,0,8.93069768416097e-06
160.48,163.91,131.46,0,5.494093549182422e-06
161.11,162.23,136.69,0,3.5166350666059588e-06
154.99,155.23,130.11,0,5.620393855394247e-06
151.15,154.45,123.45,0,8.221598311252796e-06
151.51,157.51,118.91,0,1.1967336070500041e-05
153.84,162.84,119.84,0,1.3487108343443796e-05
155.78,162.78,122.38,0,1.1549023426878737e-05
152.19,158.19,120.59,0,1.168017203884247e-05
150.81,157.49,118.97,0,1.1843515350537181e-05
155.76,164.62,118.56,0,1.3564087083896893e-05
157.91,167.83,116.27,0,1.1395428118912878e-05
159.42,169.3,118.92,0,9.617534023267258e-06
153.61,161.53,119.17,0,1.367895709836401e-05
153.52,157.7,124.14,0,9.581859375468569e-06
149.34,149.55,123.89,0,5.5536048179245725e-06
147.36,147.12,124.74,0,4.3480365262530344e-06
150.46,153.44,127.34,0,5.975196132691014e-06
154.6,163.2,124.7,0,1.011277997745855e-05
157.9,172.3,118.79,0,8.454359754764004e-06
162.93,178.37,118.61,0,4.022419683358675e-06
161.05,175.93,119.49,0,5.3481959899560195e-06
149.02,161.86,114.4,0,1.4158745993961575e-05
134.64,142.84,109.12,0,3.5610391341951832e-06
123.93,127.47,103.92,0,1.1798483214441214e-06
126.2,130.89,103.68,0,1.4526267267031445e-06
138.61,147.9,108.61,0,5.668380143350344e-06
149.75,163.51,111.87,0,1.4867130573373742e-05
154.72,169.52,114.68,0,1.2012346655067401e-05
153.96,166.27,113.11,0,1.4244071072427821e-05
153.81,159.72,118.49,0,1.3086089007518127e-05
151.85,150.29,122.59,0,6.270007743622576e-06
149.7,146.9,129.1,0,3.551997581777314e-06
145.34,142.3,125.3,0,2.9809336366543026e-06
149.56,148.8,125.16,0,4.954582285558917e-06
144.17,149.5,114.21,0,6.916685149951476e-06
145.23,154.36,112.28,0,9.883104859421347e-06
148.54,162.07,112.02,0,1.4235735749360147e-05
146.84,164.44,107.64,0,1.2075925716464532e-05
148.88,168.64,106.76,0,1.030994797632214e-05
153.61,174.6,108.64,0,6.968431697827891e-06
154.54,175.1,111.54,0,7.142089536581215e-06
148.89,165.85,108.45,0,1.2806269818566975e-05
144.13,157.41,105.57,0,1.0327936502474823e-05
141.59,156.99,104.31,0,8.978751280488903e-06
143.64,161.95,103.6,0,9.595971070899348e-06
145.12,165.12,102.36,0,8.726557817192725e-06
147.32,168.0,102.92,0,8.33437747803442e-06
149.12,170.92,103.04,0,7.122515706051699e-06
151.74,173.99,106.5,0,6.81025108577161e-06
144.95,167.31,104.59,0,8.63621444929202e-06
133.26,152.79,96.39,0,4.048148262523324e-06
124.78,142.98,90.9,0,1.6242941481156465e-06
125.68,144.55,89.71,0,1.6796348521801732e-06
127.3,147.38,87.6,0,1.7405251626977827e-06
128.87,151.23,86.75,0,1.883230453897446e-06
139.18,158.98,99.52,0,6.634418703445377e-06
147.23,166.83,105.79,0,1.043180501958304e-05
150.79,170.79,108.59,0,9.854999072304603e-06
144.86,166.37,100.37,0,7.153771729031683e-06
137.53,156.83,90.77,0,3.4988115364679486e-06
132.98,148.82,86.62,0,2.094530886578928e-06
126.8,142.4,81.36,0,1.1401541658246748e-06
124.51,143.11,79.75,0,1.0061959349146324e-06
128.02,146.42,82.3,0,1.3388309584751265e-06
140.43,159.38,91.98,0,4.048930613856671e-06
142.47,161.67,101.71,0,8.410264694755295e-06
149.16,168.58,106.46,0,1.0276779296749003e-05
154.95,174.03,110.59,0,7.707628596268312e-06
154.87,173.35,110.39,0,8.181514444581978e-06
149.59,167.59,108.23,0,1.1913777939879286e-05
144.0,157.65,104.39,0,9.974113942705741e-06
141.78,150.27,107.51,0,7.33072939520789e-06
136.9,143.62,105.16,0,4.17068671164986e-06
136.12,139.6,108.62,0,3.135924451455598e-06
